"Noticia (link)","Fecha","Cuerpo de Noticia"
"https://www.facebook.com/eldocetv/posts/3390416627661311","27/08","Incendios en Córdoba: bomberos lograron contener el fuego
Después de una larga lucha cuerpo a cuerpo contra las llamas, ya no quedan focos activos. Pero continúan las tareas de guardia de cenizas.
Por: El DoceJueves 27 de Agosto de 2020
 incendios-sierras-cordoba
El desolador paisaje de las sierras tras el fuego. Foto: Lucio Casalla/ElDoce.tv
El fuego en las sierras de Córdoba hizo estragos. Desde hace varias semanas, los incendios forestales se volvieron incontrolables. Las condiciones meteorológicas complicaron las tareas de bomberos voluntarios y aviones hidrantes. Las lluvias siguen haciéndose esperar.

 + MIRÁ MÁS: Liberaron al enfermero acusado de iniciar el fuego en Charbonier

Después de una larga lucha cuerpo a cuerpo contra las llamas, el Gobierno de Córdoba informó que lograron contener los incendios en todo el territorio y ya no quedan focos activos. ""No se registraron víctimas fatales ni personas lesionadas. No hay riesgo de viviendas"", resaltaron.

Sin embargo, aún hay puntos calientes y sigue vigente el alerta por riesgo extremo, por lo que podrían reiniciarse. Por esta razón, comienzan las tareas de guardia de cenizas. 



El triste paso del fuego

*José de la Quintana: 1.680 hectáreas

*Copina: 2.500 hectáreas

*Salsacate: 1.650 hectáreas

*Pan de Azúcar: 4.100 hectáreas

*Tanti: 3.000 hectáreas

*La Calera: 1.800 hectáreas

*Ischillín/Punilla norte: 28 mil hectáreas

 + El video especial de El Doce en agradecimiento a bomberos voluntarios


¿TE GUSTÓ LA NOTA?
SI9NO0
RELACIONADAS

“No vi a los ambientalistas acompañando en los incendios”, dijo el ministro Busso
El titular de la cartera de Agricultura y Ganadería habló sobre los rumores del origen del fuego y las detenciones. Además dio detalles sobre la declaración del “desastre”.


A cambio de trabajo, el papá albañil cumplió el sueño de su hija para sus 15 años
Cumple de 15 feliz para Tiziana: su papá cambió trabajo por una computadora para que ella pueda seguir estudiando.

PALABRAS CLAVES
INCENDIOS
CÓRDOBA
FUEGO
BOMBEROS VOLUNTARIOS

"
"https://www.facebook.com/eldocetv/posts/3389814514388189","27/08","Incendios en Córdoba: la UCC recibe donaciones para ayudar a los animales afectados
Necesitan medicamentos para la atención primaria por las heridas causadas por el fuego e insumos nutricionales, ya que las llamas arrasaron con la vegetación de su hábitat natural.

Jueves 27 de Agosto de 2020
FacebookTwitterG-plusComments
"
"https://www.facebook.com/telediariodigital.net/posts/3405898829431467","27/08","Aeroaplicadores piden ser convocados por el gobierno para colaborar en los incendios
Ago 27, 2020 0
FacebookTwitter

La magnitud de los incendios registrados en la provincia de Córdoba destapa la falta de recursos y las carencias en políticas ambientes que han complejizado la contención de los focos que han dejado más de 42 mil hectáreas quemadas en toda la región.
Este miércoles, en Telediario nos conectamos con Sergio Busso, Ministro de Agricultura de Córdoba, quien señaló que la provincia ha dispuesto de todos los recursos necesarios para combatir los focos de incendio y que nuestra región se encuentra preparada para asistir estos fenómenos, sin embargo, productores y pilotos no perciben estas aseveraciones y por el contrario, creen que “el ministro de agricultura se está quedando corto con la apreciación”, así lo expresa Diego Cerioni, Piloto aeroaplicador, quien además señala que aún continúan esperando el llamado del gobierno para poner a disposición numerosas naves aeroaplicadoras que serían efectivas y rápidas para el combate de los incendios.
"
"https://www.facebook.com/Cadena3Argentina/posts/3899591230068812","27/08","
cadena3.com
Incendios en Córdoba: 13 días de combate contra las llamas
Cadena 3 Argentina
4-5 minutos

Este jueves continúan los operativos de combate de distintos focos de incendio en las sierras de Córdoba, en una tarea titánica que inició hace 13 días en el departamento Ischilín y se acrecentó desde el domingo con la propagación de las llamas en otros sectores.

El director de Defensa Civil provincial, Diego Concha, aseguró a Cadena 3 que es el más grande en las sierras de los últimos 12 años: el foco comenzó en el departamento Ischilín, las llamas se reavivaron el viernes en Copacabana y se desplazaron hacia el norte de Punilla, a un ritmo incontrolable. 

Concha indicó este jueves a la mañana que las llamas de La Calera, Valle Hermoso y Achiras fueron contenidas y están en guardia de cenizas.

Mientras tanto, el incendio de Ischilín, en la zona de La Crucecita, está en guardia de cenizas en un 80%.

Fuego en el norte de Punilla

Distintas dotaciones de bomberos, cuatro aviones hidrantes de la Provincia y tres de la Nación combaten el incendio en la zona de Capilla del Monte, el más grande en la provincia, ahora en el faldeo del cerro Uritorco.

Este incendio tiene varios focos dispersos en la ruta nacional 17 hacia Los Terrones, en Barranca de los Loros y La Tramontana.

En ese sector, unas 200 personas debieron ser evacuadas en cabañas y hoteles de Capilla del Monte y San Esteban. Todos ellos pudieron regresar a sus hogares el martes a la tarde.

Hay al menos siete viviendas dañadas, algunas de manera parcial y otras total.

Por la tarde del miércoles se sumaron a colaborar en los incendios voluntarios y vecinos de las localidades del sector.

“Estamos organizados. Somos un grupo grande de vecinos de Capilla del Monte y los pueblos de alrededor. Nos acercamos a darle una mano a los bomberos. El fuego quema por todos lados; es demasiado grande. No da abasto nadie”, dijo uno de ellos a Cadena 3.
Se quemaron más de 20 mil hectáreas entre Copacabana y el norte de Punilla

Fuego en Casa Grande y Valle Hermoso

Por la noche del martes, en tanto, se inició un nuevo foco de incendio en Casa Grande, cerca del límite con Valle Hermoso, también en el Valle de Punilla, pero más al sur.

Si bien tomó grandes dimensiones, pudo ser controlado en la noche de este miércoles y está en guardia de cenizas, según informó Concha.

El titular de Defensa Civil aclaró que el Camino del Cuadrado se encuentra habilitado y sin riesgos de incendio.

Frente en el cerro Pan de Azúcar

Otro de los focos se encuentra situado en la serranía alta del Pan de Azúcar, con un frente que avanzaba rodeando el cerro hacia distintas localidades.

El incendio comenzó en la zona de Cosquín, se extendió hasta Santa María de Punilla, Bialet Massé y bajó a la comuna San Roque. 

En la mañana de este jueves trabajan cinco dotaciones de bomberos en una zona próxima al paredón del dique San Roque, ya que el fuego baja hacia ese sector y en dirección a La Calera.

Concha aseguró que, por el momento, no hizo falta evacuar a vecinos de la zona y que en el lugar hay dotaciones de bomberos, de Defensa Civil y de la Policía por si es necesario hacerlo.

Fuego en La Calera

El incendio en el Pan de Azúcar también bajó hacia La Calera y los parajes de San Fernando y Casa Bamba.

El intendente de La Calera, Facundo Rufeil, destacó en Cadena 3 que “gracias a Dios los focos están cubiertos y las viviendas están a resguardo”. 

Diego Concha, en sintonía, indicó que el foco ""está bastante contenido y en guardia de cenizas"".

Achiras y Copacabana

Este martes, a 15 kilómetros al sur de Achiras, comenzó un foco con riesgo de llegar al parque eólico. Afortunadamente se pudo controlar y está en guardia de cenizas. 

Unos 70 bomberos colaboran en el lugar.

En Copacabana, en tanto, en el departamento Ischilín, donde se descontroló el incendio el domingo, el mismo fue contenido, según explicó el titular de Defensa Civil.

Riesgo extremo

La Provincia extendió el alerta por riesgo extremo de incendios, producto de la sequía que se registra, sin lluvias de consideración desde mediados de abril.
"
"https://www.facebook.com/Cadena3Argentina/posts/3901392669888668","27/08","
cadena3.com
Todos los incendios de las sierras fueron contenidos
Cadena 3 Argentina
3-4 minutos

Claudio Vignetta, secretario de Gestión de Riesgo y Cambio Climático de la Municipalidad de Córdoba, indicó este viernes a la mañana que todos los focos de las sierras fueron contenidos.

""Luego de 13 días de combate al fuego este jueves a las 17, después de una maniobra arriesgada, bomberos y baqueanos lograron llegar a la cabeza del fuego en la zona de Los Terrones y se contuvo ese incendio. Esto significa que no tenemos focos activos"", dijo a Cadena 3.

Sin embargo, destacó que el riesgo continúa, ya que las situación climática ""no ayuda"".

""Tendremos una rotación del viento norte con ráfagas que nos van a hacer estar atentos a no tener nuevos focos"", comentó.

Asimismo, resaltó que no se registraron víctimas fatales ni personas lesionadas, y que no hay riesgo para las viviendas.

/Inicio Código Embebido/

/Fin Código Embebido/

Vignetta detalló que la extinción del foco de Capilla del Monte implicó ""varias horas de caminata"" y que, de no haber tomado esa iniciativa, el fuego iba a ir para el lado de Los Cocos y La Cumbre.

""Si no lo parábamos, íbamos a tener una semana mas de trabajo para combatirlo.  Fue una maniobra arriesgada y creímos que era un momento importante para llevarla a cabo"", comentó.

Por su parte, el director de Defensa Civil provincial, Diego Concha, aseguró a Cadena 3 que el incendio se constituyó como el más grande en las sierras de los últimos 12 años.

""Queda mucho por hacer, pero tener contenido un incendio tan grande es sumamente importante"", agregó.

Asimismo, marcó su ""orgullo"" por todos los que trabajaron en los frentes de fuego: ""Somos un equipo de personas que arriesgaron su vida para salvaguardar bienes de la comunidad. Todos nos unimos y vamos para adelante"".

Norte del Valle de Punilla

La lucha contra las llamas llevó 13 días consecutivos de una tarea titánica de bomberos y por vía aérea, desde el inicio en el departamento Ischilín, el sábado 15 de agosto, hasta su fuerte propagación el domingo pasado al norte del Valle de Punilla. Se consumieron más de 30 mil hectáreas.

El mayor foco estaba en la zona de Capilla del Monte, donde el fuego se había trasladado desde Copacabana.

En ese sector, unas 200 personas debieron ser evacuadas en cabañas y hoteles de Capilla del Monte y San Esteban. Todos ellos pudieron regresar a sus hogares el martes a la tarde.

Hay al menos siete viviendas dañadas, algunas de manera parcial y otras, total.

José Jaime, un granjero de la zona, contó cómo salvó milagrosamente su rancho y sus animales. “Realmente fue muy complicado, tuvimos mucho riesgo. Yo, gracias a Dios, pude encerrar mis animales, pero los vecinos míos no pudieron lograrlo. Se les quemaron todos”, dijo a Cadena 3.

/Inicio Código Embebido/

/Fin Código Embebido/

Otros focos

También había focos activos en la zona del Pan de Azúcar, en dirección a La Calera, en la propia Copacabana y en Casa Grande, pero también todos están contenidos y en guardia de cenizas.

De ellos, el mayor incendio en esta semana comenzó en la zona de Cosquín, se extendió hasta Santa María de Punilla, Bialet Massé y bajó a la comuna de San Roque. 

/Inicio Código Embebido/

/Fin Código Embebido/

En la mañana de este jueves trabajaron cinco dotaciones de bomberos en una zona próxima al paredón del dique San Roque, donde se expandían las llamas, que afortunadamente fueron controladas.

Informe de Tomás Villagra y Víctor Rapetti - Entrevista de Gustavo Vinderola y Miguel Clariá.
"
"https://www.facebook.com/eldocetv/posts/3392575977445376","28/08","eldoce.tv
Una familia de bomberos: la vocación de servir - ElDoce.tv
Por: Alejandra Bellini Viernes 28 de Agosto de 2020
4-5 minutes
Alberto, César, David, Miriam y sus tres hijos: Mora, Elías y Bautista. Todos tienen en común los lazos familiares pero además todos son bomberos voluntarios.

“Somos los fundadores, los pioneros de esta institución desde hace 23 años”, cuenta César y recuerda el enorme esfuerzo que implicó tener un lugar propio: “Antes estábamos en la Municipalidad y ahora estamos acá en casa propia”.

La historia de este cuartel comenzó hace tiempo y fue la curiosidad y las ganas de ayudar lo que llevó a Alberto a acercarse: “Cuando habían comentado que se iba a crear un cuartel de bomberos dije vamos a ver qué es y acá estoy todavía viendo qué es, después de 23 años seguimos con esta vocación de servicio y con la familia que ahora hemos encontrado y nuevas amistades”.

+ MIRÁ MÁS: Córdoba pedirá a la Nación que vuelvan las reuniones familiares

Miriam es hoy la Jefa del Cuartel, hace 19 años que es bombera y en ese lugar encontró la familia que buscaba: “Yo entré acá, él ya estaba como bombero, bueno acá nos conocimos, primero fuimos amigos y después ya nos pusimos de novio y ya formamos una familia, tenemos tres niños”.

Esos niños ya tienen sus trajes de bomberos y su historia está ligada a la de los bomberos: “Ellos ya se han criado acá entre las autobombas, las guardias y todos los compañeros, en cualquier momento los subo a una camioneta y se van a apagar fuegos”, cuenta Miriam con una sonrisa que no se ve por el barbijo pero le ilumina los ojos.

Elías es el primero que explica la razón por la que sueña con ser bombero: “Sí, porque me gustó, vi como mamá apaga el fuego, vi como rescataban familias de sus casas que estaban en peligro”.

Bautista, el mayor de los hijos de Miriam ya es consciente del peligro pero también de la capacidad de su mamá. La extraña pero entiende el trabajo: “Estuvimos tres días sin ver a mi mamá y no la pasamos muy bien porque necesitamos el afecto de mi mamá (…) Lo vivimos con preocupación porque les pase algo pero sabemos que lo van a poder apagar, estamos confiados que ellos pueden”.

Ser padres bomberos no es fácil. Por eso la familia tiene una logística que se aplica para cuidar a los chicos: “Nosotros no compartimos las guardias, tampoco tenemos salidas juntos es preferible que pierdan a uno y no los dos, entonces él sale en un lugar y yo en otro”, cuenta Miriam.

+VIDEO Mirá la entrevista completa a la familia de bomberos

La jefa del cuartel

Tanto César como Alberto sienten admiración por el trabajo de Miriam: “Es un orgullo, sabiendo que hoy en día una mujer sea parte de nuestra institución y sea jefe, no es fácil pero ella aguanta y nos aguanta a nosotros” dice César mientras Alberto agrega: “Yo creo que podemos diferenciar lo que es la familia del trabajo institucional, tratamos de apoyarnos en todo, hoy acompañamos esta jefatura (…) después de la puerta para afuera podemos tener otras diferencias pero acá adentro es acompañamiento y trabajo en conjunto”

Este año el fuego de agosto llegó en medio de la pandemia y como todos los años, la solidaridad de la gente desbordó los cuarteles con agua, frutas y galletas.

+ MIRÁ MÁS: Así detuvieron al acusado de iniciar el fuego en Punilla: “Eso lo prendieron, no es chispa”

Una forma de agradecerles el enorme esfuerzo por cuidar nuestras sierras. Ayer ese sentimiento se agradecimiento se manifestó en forma de aplauso cuando bajaban del Pan de Azúcar y gran cantidad de vecinos los aplaudió durante varios minutos.

“Es una emoción que la gente nos reciba de esta manera, aparte ya veníamos emocionados por la solidaridad de la gente con todas las donaciones que nos llegaron , en agua, en fruta, en galleta, eso a nosotros, a pesar del cansancio, nos levanta y nos motiva a seguir trabajando”, asegura Miriam.

+ VIDEO: El homenaje de El Doce a los Bomberos:"
"https://www.facebook.com/eldocetv/posts/3393439534025687","28/08","Las consecuencias devastadoras del fuego en las sierras de Córdoba - ElDoce.tv
Viernes 28 de Agosto de 2020
1-1 minutes
VIDEOS

Incendios forestales

La vegetación quedó destruida por los incendios que azotaron durante días. Las cenizas cubrieron el paisaje. Vecinos cuentan cómo fue estar cerca de las llamas."
"https://www.facebook.com/eldocetv/posts/3397478163621824","29/08","eldoce.tv
Con mangueras y baldes, vecinos de un country de La Calera combaten un incendio - ElDoce.tv
Por: El Doce Sábado 29 de Agosto de 2020
2-2 minutes
Después de 12 días de combate intenso contra las llamas, el jueves los bomberos lograron contener los focos más grandes y se mantuvo guardia de cenizas para evitar que se reactive. En sus caras, a pesar de la tristeza por las cientas de hectáreas que se quemaron, el alivio era notable.

Puntos calientes

Sin embargo, sin pronóstico de lluvias a la vista, el clima seco hizo que se reactivaran algunos focos. Durante el sábado, dotaciones trabajaron en varios puntos calientes de las sierras. 

Dos de esos puntos se encuentran entre la Ruta Nacional 38 y la Ruta Provincial 17 que va hacia Los Terrones, en Capilla del Monte. Con asistencia de un helicóptero y un avión hidrante trabajan unos 45 bomberos. En Sierras Chicas, se trabaja sobre la zona de San Fernando.

Por la tarde, Policía Caminera informó que se cortó de manera preventiva la ruta 60 a la altura del kilómetro 837 a 840, al norte de la ciudad de Dean Funes, por la poca visibilidad generada por incendio forestal sobre la banquina. A esta hora ya está habilitado nuevamente el tránsito.

En tanto, La Calera se desarrolló un incendio detrás del country La Estanzuela y las llamas llegaron muy cerca de las viviendas.



Los vecinos trabajaron durante toda la tarde en conjunto con los bomberos para evitar que se propague y que cruce el alambrado. 



Con mangueras comunes, baldes y todo tipo de elementos para transportar agua, colaboraron con los profesionales.



"
"https://www.facebook.com/eldocetv/posts/3392641120772195","30/08","""Se elimina el bosque para lotear""
El investigador del Conicet Fernando Barri aseguró que los incendios son intencionales en su gran mayoría. Y explicó el impacto ambiental tras el paso del fuego. Todo sobre los incendios"
"https://www.facebook.com/LaVoz.com.ar/posts/10157752556205829","30/08","www.lavoz.com.ar
Bomberos combaten incendios en la zona de Achiras y Capilla del Monte | La Voz
Redacción LAVOZ Domingo 30 de agosto de 2020 - 00:01 | Actualizado: 30/08/2020 - 00:10
3-3 minutes
Bomberos voluntarios combaten durante la tarde del sábado varios focos de fuego en la provincia de Córdoba, que atraviesa una de las peores sequías de su historia.

El Gobierno provincial informó que 45 efectivos de la fuerza, con la ayuda de un helicóptero y un avión, trabajan en la zona de Capilla del Monte, ""en dos puntos calientes sobre el sector de la Ruta 17 hacia Los Terrones"". 

#Incendios Info actualizada hora 10: Continuamos trabajando en la zona de #CapillaDelMonte, en dos puntos calientes sobre el sector de la Ruta 17 hacia Los Terrones. 45 bomberos actúan con la ayuda de un helicóptero con bambi-bucket y un avión desde el aeroclub de #LaCumbre.

El director de Defensa Civil, Diego Concha, manifestó que el resto del perímetro de la zona de Capilla del Monte se encuentra en guardia de cenizas. ""En el sector se registra una baja de temperatura y un fuerte viento proveniente del sector sur"". También confirmaron la presencia de ""un punto caliente"" en la zona de San Fernando, hacia el lado de Sierras Chicas, donde actúan bomberos de Saldán, Calera y Unquillo.

En el sur provincial

Por otra parte, bomberos de Sampacho, Achiras y Las Vertientes trabajan desde esta mañana en un incendio a la altura del kilómetro 12 de la Ruta E-86, en cercanías de la localidades de Achiras y el paraje Estación Chañaritos, según publicó FM Identidad Sampacho. 

Corte de ruta

La Policía Caminera informó de un corte de tránsito en el kilómetro 837 de la Ruta 60, producto de la baja visibilidad producida por el humo de un incendio.

#PolicíaCaminera informa que procede al corte preventivo de la RN60 a la altura del kilómetro 837 al 840, al norte de la ciudad de Deán Funes, producto de la poca visibilidad generada por incendio sobre banquina.

Al caer la noche, informaron el levantamiento del corte y recomiendan circular con precaución. 

Extinguidos

Por otra parte, los bomberos voluntarios extinguieron otros focos: uno en la zona de La Calera, detrás del barrio La Estanzuela, donde trabajaron efectivos de La Calera, Unquillo, Malagueño y Bialet Massé. 

También fue contenido un incendio en Paraje La Cocha, zona de Panaholma. Trabajaron doce dotaciones de Los Hornillos, Mina Clavero y Salsacate; Defensa Civil de Cura Brochero y dos aviones hidrantes. Se quemaron pastos naturales, monte, alambres y postes. No se notificaron daños a viviendas, personas ni animales.


Incendio. En Paraje La Concha. Ya fue contenido.
Edición Impresa

El texto original de este artículo fue publicado el 30/08/2020 en nuestra edición impresa."
"https://www.facebook.com/Cadena3Argentina/photos/a.119765601384746/3913649968662938/","31/08","www.cadena3.com
Un policía acribilló a balazos a un ladrón que lo asaltó
Cadena 3 Argentina
1-2 minutes
Ocurrió en un domicilio de la calle Cochabamba al 4.300, en barrio Barranquitas de la ciudad de Santa Fe, cuando un policía de 25 años se despedía de su padre para emprender viaje hacia Rosario, donde trabaja en el Comando Radioeléctrico.

En ese momento, ambos fueron abordados por un delincuente que a punta de pistola le robó el celular al efectivo.

/Inicio Código Embebido/

/Fin Código Embebido/

Miguel, padre del policía, relató que, después del robo, su hijo dio la voz de alto y se identificó como miembro de la fuerza, lo que desató una intensa balacera.

Como resultado, el delincuente de 29 años recibió cinco impactos, dos en el tórax, dos en las piernas y el restante en un antebrazo; por lo que fue internado en Hospital Cullen, en estado reservado.

En tanto, el policía que presta servicios en el Comando Radioeléctrico de Rosario, quedó detenido a disposición del fiscal Gonzalo Iglesias."
"https://www.facebook.com/eldocetv/posts/3401942789842028","31/08","eldoce.tv
Robaron en un colectivo de ERSA y le dispararon al chofer - ElDoce.tv
Por: El Doce Lunes 31 de Agosto de 2020
2-2 minutes
Pablo es chofer de ERSA y a las 20.45 del domingo la pasó realmente mal. Tres delincuentes subieron simulando ser pasajeros, uno de ellos sacó un arma y lo obligó a desviar el recorrido: en minutos, les robaron a todos.

Antes de huir, el ladrón armado le apuntó directamente al chofer y disparó. Por un milagro, el balazo le pasó a centímetros.

""Venía por avenida Mayo, la principal de Villa El Libertador. Al llegar a la parada había siete pasajeros. Suben los últimos tres y el último saca un revólver, me dice que es un asalto y me hace desviar el recorrido"", relató el conductor en Arriba Córdoba.

+ MIRÁ MÁS: Video: la repudiable reacción de un policía de la Caminera contra un conductor

""Me puso el revólver en la cintura y me llevó hasta un canal. Sacó el arma de las costillas, la puso de frente y me dijo que estaba cargada. Ahí empezaron a robarle a los pasajeros, eran unos 12 o 15"", agregó, y dijo que se negó a entrar a una calle ""porque no sabía si salía vivo"".

Cuando el chofer rechazó seguir el camino que le indicaba el delincuente, éste lo hizo frenar y le disparó. ""Los otros dos vinieron con todo lo robado, celulares, billeteras y me sacaron las cosas a mí. Cuando maniobro para poder volver, el otro hace el disparo. Me apuntó de frente, disparó y sentí el chillido nomás de la bala que pasó"".

Por fortuna, la mala puntería del ladrón hizo que nadie salga herido. ""A los cinco minutos llegó la Policía. Ellos decían 'no tengo ni para comer'. No estaban drogados, el del arma estaba bien seguro de lo que estaba haciendo"", completó el trabajador de ERSA.

+ VIDEO: El testimonio del chofer en Arriba Córdoba:"
"https://www.facebook.com/eldocetv/posts/3401949006508073","31/08","eldoce.tv
Robaron en un colectivo de ERSA y le dispararon al chofer - ElDoce.tv
Por: El Doce Lunes 31 de Agosto de 2020
2-2 minutes
Pablo es chofer de ERSA y a las 20.45 del domingo la pasó realmente mal. Tres delincuentes subieron simulando ser pasajeros, uno de ellos sacó un arma y lo obligó a desviar el recorrido: en minutos, les robaron a todos.

Antes de huir, el ladrón armado le apuntó directamente al chofer y disparó. Por un milagro, el balazo le pasó a centímetros.

""Venía por avenida Mayo, la principal de Villa El Libertador. Al llegar a la parada había siete pasajeros. Suben los últimos tres y el último saca un revólver, me dice que es un asalto y me hace desviar el recorrido"", relató el conductor en Arriba Córdoba.

+ MIRÁ MÁS: Video: la repudiable reacción de un policía de la Caminera contra un conductor

""Me puso el revólver en la cintura y me llevó hasta un canal. Sacó el arma de las costillas, la puso de frente y me dijo que estaba cargada. Ahí empezaron a robarle a los pasajeros, eran unos 12 o 15"", agregó, y dijo que se negó a entrar a una calle ""porque no sabía si salía vivo"".

Cuando el chofer rechazó seguir el camino que le indicaba el delincuente, éste lo hizo frenar y le disparó. ""Los otros dos vinieron con todo lo robado, celulares, billeteras y me sacaron las cosas a mí. Cuando maniobro para poder volver, el otro hace el disparo. Me apuntó de frente, disparó y sentí el chillido nomás de la bala que pasó"".

Por fortuna, la mala puntería del ladrón hizo que nadie salga herido. ""A los cinco minutos llegó la Policía. Ellos decían 'no tengo ni para comer'. No estaban drogados, el del arma estaba bien seguro de lo que estaba haciendo"", completó el trabajador de ERSA.

+ VIDEO: El testimonio del chofer en Arriba Córdoba:"
"https://www.facebook.com/LaVoz.com.ar/posts/10157759055355829","1/09","Incendios en Córdoba: el drama de un productor de Ischilín que perdió todo en sólo 72 horas"
"https://www.facebook.com/eldocetv/posts/3405488069487500","1/09","Incendios en Córdoba: lo perdió todo en 72 horas

José Ozan, es el hijo de Roque, un hombre de 74 años que toda su vida vivió en el campo en Deán Funes. Los incendios les consumió el trabajo de toda su vida y se quedaron sin nada. José contó en ""Arriba Córdoba"" con mucha angustia la situación: ""Tenemos dolor, no se pudo hacer nada, combatimos el fuego tres días seguidos sin dormir y hoy no nos quedó nada""."
"https://www.facebook.com/villamaria.vivo/posts/3362687427132524","3/09","Liberaron a joven detenida por encubrimiento de robo de U$S 17.000
03/09/2020

Está imputada por encubrimiento del robo calificado por uso de arma de fuego ocurrido en barrio Palermo.

Este jueves, 3 de los 7 imputados fueron indagados por el fiscal de Instrucción de Tercer Turno a cargo de la causa, René Bosio.


Imputados
Lautaro Nahuel Bustamante, Ángel Francisco Díaz, Iván Federico Eibar, Junior Andrés Blanco, Lautaro Tomás Cuadrado, Nicolás Tibaldi y Sol Candela Ruiz Picca tienen entre 18 y 19 años, y son los jóvenes investigados, según indicó El Diario.

Este jueves, Bosio tomó declaración indagatoria a Tibaldi, Cuadrado y Ruiz Picca. Los tres se abstuvieron a declarar. Los jóvenes son patrocinados por Marcelo Martín Silvano.

En tanto Ruiz Picca, imputada por encubrimiento, recuperó la libertad luego de la indagación, confirmó Bosio a Villa María VIVO!.

Más indagatorias y posible traslado
El fiscal agregó que este viernes, alrededor de las 10:00 horas, indagará a los cuatro jóvenes restantes, que son patrocinados por la abogada Teodora Perassi.

Poco más de una semana pasada esta etapa, la fiscalía resolverá la situación procesal de los imputados, dijo Bossio. La imputación que pesa sobre ellos, de robo calificado, contempla penas de 3 a 10 años.

Los mismos están alojados en la alcaldía de avenida Perón, pero podrían ser trasladados al penitenciario en los próximos días.

“Una estupidez”
“Fue una estupidez de mocosos” dijo Martín Silvano a Radio Villa María. La abstención de sus clientes es parte de la estrategia de la defensa, quien sugirió a los jóvenes no declarar “hasta tanto sepamos cómo fue todo este tema”, sostuvo Silvano.

Ninguno de los jóvenes tiene antecedentes. Son todos compañeros del secundario y formaron parte de la promoción 2019 del Instituto Secundario Bernardino Rivadavia.

“Es toda gente de familias conocidas, gente buena, que nunca se ha dedicado al delito ni sus padres ni sus parientes”, dijo Silvano.

Si bien el hecho fue con armas de fuego, el abogado defensor asegura que no fue violento.

De película
El hecho ocurrió el pasado 24 de agosto, en una casa de barrio Palermo. Las víctimas, una pareja que se presentó como querellante y son patrocinadas por Rodrigo Hayas.

Algunos de los imputados habían tenido un primer contacto con ellos, con la excusa de que deseaban ingresar al mundo de las criptomoedas. Así, llegaron al domicilio y conocieron las instalaciones.

El día del robo, los jóvenes “actuaron de manera profesional”, según habían indicado las víctimas a la policía.

Para consumar el hecho delictivo, ataron a la pareja con precintos. A las armas, no las habrían utilizado, pero sabían exactamente dónde estaban las cámaras y se ubicaban en efecto.

El propio fiscal expresó que el hecho “es de una película de Netflix”.

Los jóvenes se llevaron U$S 17.000 y otros elementos que había en el hogar.

Marihuana
Tras las investigaciones, la fiscalía ordenó nueve allanamientos en distintos barrios de la ciudad, que concluyeron con las detenciones de los imputados.

Sin embargo, hubo un detenido más que no estaba entre los planes. Es que en uno de los domicilios, los policías tuvieron que convocar a los agentes de la Fuerza Policial Antinarcotráfico, ya que en la vivienda había 6 plantas de marihuana.

Por este motivo, se detuvo a una persona de 45 años."
"https://www.facebook.com/eldocetv/posts/3415495488486758","4/09","
eldoce.tv
Denuncian que los incendios fueron intencionales para usurpar tierras - ElDoce.tv
Por: El Doce Viernes 04 de Septiembre de 2020
2 minutos

La toma de tierras es tema nacional debido a lo ocurrido en Villa Mascardi. Sin embargo, el problema se replica en todo el país y Córdoba no es la excepción.

En Charbonier y zonas aledañas del valle de Punilla la realidad es incluso hasta más grave por el daño ambiental: dueños de campos denuncian que los incendios de la zona fueron intencionales con el objetivo de usurpar esos terrenos.


Los incendios en Charbonier.

+ MIRÁ MÁS: Denuncian usurpación de tierras en Los Reartes

“Está comprobado que quienes se meten a nuestros campos son delincuentes y están armados”, dijeron propietarios a Noticiero Doce, que fue a recorrer el lugar afectado y a relevar los testimonios en primera persona.

+ VIDEO: El informe de El Doce en Charbonier:

Vale destacar que las autoridades y hasta Bomberos habían manifestado en los últimos días que el inicio de las llamas fue intencional en varios puntos de Córdoba. De hecho, hay varios detenidos.

    “Los que se meten a nuestros campos son delincuentes y están armados”

“La persona que me usurpó vende los derechos posesorios de los terrenos por Mercado Libre. Los vende varias veces y después ni siquiera deja entrar a quienes lo compran”, denunció otra propietaria que sufre el drama de las usurpaciones.


Charbonier fue azotado tras los incendios. / Foto: El Doce

+ MIRÁ MÁS: Usurpaciones: la palabra de los dueños y de quienes ocupan tierras

Dueños de campos están indignados y piden respuestas urgentes a la Justicia, ya que también denuncian que hasta son amenazados por quienes toman las tierras.


Charbonier, tras los incendios. / Foto: El Doce

Durante el informe en Charbonier el equipo de Noticiero Doce también logró hablar con acusados por tomar las tierras.
"
"https://www.facebook.com/eldocetv/posts/3415518835151090","4/09","En Charbonier denuncian que los incendios fueron para usurpar

Dueños de campos aseguran que el fuego se prendió de manera intencional para que puedan tomar las tierras de manera ilegal. Además, dijeron que muchos se meten a los terrenos y están armados."
