"gutenberg_id","text"
"x121","conceited, I am sure. I took him down several times, you know, in my"
"x121","way."""
"x121",""
"x121","When the young ladies next met, they had a far more interesting subject"
"x121","to discuss. James Morland's second letter was then received, and the"
"x121","kind intentions of his father fully explained. A living, of which Mr."
"x121","Morland was himself patron and incumbent, of about four hundred pounds"
"x121","yearly value, was to be resigned to his son as soon as he should be"
"x121","old enough to take it; no trifling deduction from the family income, no"
"x121","niggardly assignment to one of ten children. An estate of at least equal"
"x121","value, moreover, was assured as his future inheritance."
"x121",""
"x121","James expressed himself on the occasion with becoming gratitude; and"
"x121","the necessity of waiting between two and three years before they could"
"x121","marry, being, however unwelcome, no more than he had expected, was borne"
"x121","by him without discontent. Catherine, whose expectations had been as"
"x121","unfixed as her ideas of her father's income, and whose judgment was now"
"x121","entirely led by her brother, felt equally well satisfied, and heartily"
"x121","congratulated Isabella on having everything so pleasantly settled."
"x121",""
"x121","""It is very charming indeed,"" said Isabella, with a grave face. ""Mr."
"x121","Morland has behaved vastly handsome indeed,"" said the gentle Mrs."
"x121","Thorpe, looking anxiously at her daughter. ""I only wish I could do as"
"x121","much. One could not expect more from him, you know. If he finds he"
"x121","can do more by and by, I dare say he will, for I am sure he must be an"
"x121","excellent good-hearted man. Four hundred is but a small income to begin"
"x121","on indeed, but your wishes, my dear Isabella, are so moderate, you do"
"x121","not consider how little you ever want, my dear."""
"x121",""
"x121","""It is not on my own account I wish for more; but I cannot bear to"
"x121","be the means of injuring my dear Morland, making him sit down upon an"
"x121","income hardly enough to find one in the common necessaries of life. For"
"x121","myself, it is nothing; I never think of myself."""
"x121",""
"x121","""I know you never do, my dear; and you will always find your reward in"
"x121","the affection it makes everybody feel for you. There never was a young"
"x121","woman so beloved as you are by everybody that knows you; and I dare say"
"x121","when Mr. Morland sees you, my dear child--but do not let us distress"
"x121","our dear Catherine by talking of such things. Mr. Morland has behaved so"
"x121","very handsome, you know. I always heard he was a most excellent man;"
"x121","and you know, my dear, we are not to suppose but what, if you had had a"
"x121","suitable fortune, he would have come down with something more, for I am"
"x121","sure he must be a most liberal-minded man."""
"x121",""
"x121","""Nobody can think better of Mr. Morland than I do, I am sure. But"
"x121","everybody has their failing, you know, and everybody has a right to"
"x121","do what they like with their own money."" Catherine was hurt by these"
"x121","insinuations. ""I am very sure,"" said she, ""that my father has promised"
"x121","to do as much as he can afford."""
"x121",""
"x121","Isabella recollected herself. ""As to that, my sweet Catherine, there"
"x121","cannot be a doubt, and you know me well enough to be sure that a much"
"x121","smaller income would satisfy me. It is not the want of more money that"
"x121","makes me just at present a little out of spirits; I hate money; and if"
"x121","our union could take place now upon only fifty pounds a year, I should"
"x121","not have a wish unsatisfied. Ah! my Catherine, you have found me out."
"x121","There's the sting. The long, long, endless two years and half that are"
"x121","to pass before your brother can hold the living."""
"x121",""
"x121","""Yes, yes, my darling Isabella,"" said Mrs. Thorpe, ""we perfectly see"
"x121","into your heart. You have no disguise. We perfectly understand the"
"x121","present vexation; and everybody must love you the better for such a"
"x121","noble honest affection."""
"x121",""
"x121","Catherine's uncomfortable feelings began to lessen. She endeavoured to"
"x121","believe that the delay of the marriage was the only source of Isabella's"
"x121","regret; and when she saw her at their next interview as cheerful and"
"x121","amiable as ever, endeavoured to forget that she had for a minute thought"
"x121","otherwise. James soon followed his letter, and was received with the"
"x121","most gratifying kindness."
"x121",""
"x121",""
"x121",""
"x121",""
"x121","CHAPTER 17"
"x121",""
"x121",""
"x121","The Allens had now entered on the sixth week of their stay in Bath; and"
"x121","whether it should be the last was for some time a question, to which"
"x121","Catherine listened with a beating heart. To have her acquaintance with"
"x121","the Tilneys end so soon was an evil which nothing could counterbalance."
"x121","Her whole happiness seemed at stake, while the affair was in suspense,"
"x121","and everything secured when it was determined that the lodgings should"
"x121","be taken for another fortnight. What this additional fortnight was to"
"x121","produce to her beyond the pleasure of sometimes seeing Henry Tilney made"
"x121","but a small part of Catherine's speculation. Once or twice indeed, since"
"x121","James's engagement had taught her what could be done, she had got so"
"x121","far as to indulge in a secret ""perhaps,"" but in general the felicity of"
"x121","being with him for the present bounded her views: the present was now"
"x121","comprised in another three weeks, and her happiness being certain for"
"x121","that period, the rest of her life was at such a distance as to excite"
"x121","but little interest. In the course of the morning which saw this"
"x121","business arranged, she visited Miss Tilney, and poured forth her"
"x121","joyful feelings. It was doomed to be a day of trial. No sooner had she"
"x121","expressed her delight in Mr. Allen's lengthened stay than Miss Tilney"
"x121","told her of her father's having just determined upon quitting Bath"
"x121","by the end of another week. Here was a blow! The past suspense of"
"x121","the morning had been ease and quiet to the present disappointment."
"x121","Catherine's countenance fell, and in a voice of most sincere concern she"
"x121","echoed Miss Tilney's concluding words, ""By the end of another week!"""
"x121",""
"x121","""Yes, my father can seldom be prevailed on to give the waters what I"
"x121","think a fair trial. He has been disappointed of some friends' arrival"
"x121","whom he expected to meet here, and as he is now pretty well, is in a"
"x121","hurry to get home."""
"x121",""
"x121","""I am very sorry for it,"" said Catherine dejectedly; ""if I had known"
"x121","this before--"""
"x121",""
"x121","""Perhaps,"" said Miss Tilney in an embarrassed manner, ""you would be so"
"x121","good--it would make me very happy if--"""
"x121",""
"x121","The entrance of her father put a stop to the civility, which Catherine"
"x121","was beginning to hope might introduce a desire of their corresponding."
"x121","After addressing her with his usual politeness, he turned to his"
"x121","daughter and said, ""Well, Eleanor, may I congratulate you on being"
"x121","successful in your application to your fair friend?"""
"x121",""
"x121","""I was just beginning to make the request, sir, as you came in."""
"x121",""
"x121","""Well, proceed by all means. I know how much your heart is in it. My"
"x121","daughter, Miss Morland,"" he continued, without leaving his daughter time"
"x121","to speak, ""has been forming a very bold wish. We leave Bath, as she has"
"x121","perhaps told you, on Saturday se'nnight. A letter from my steward tells"
"x121","me that my presence is wanted at home; and being disappointed in my hope"
"x121","of seeing the Marquis of Longtown and General Courteney here, some of"
"x121","my very old friends, there is nothing to detain me longer in Bath. And"
"x121","could we carry our selfish point with you, we should leave it without a"
"x121","single regret. Can you, in short, be prevailed on to quit this scene"
"x121","of public triumph and oblige your friend Eleanor with your company in"
"x121","Gloucestershire? I am almost ashamed to make the request, though its"
"x121","presumption would certainly appear greater to every creature in Bath"
"x121","than yourself. Modesty such as yours--but not for the world would I pain"
"x121","it by open praise. If you can be induced to honour us with a visit,"
"x121","you will make us happy beyond expression. 'Tis true, we can offer you"
"x121","nothing like the gaieties of this lively place; we can tempt you neither"
"x121","by amusement nor splendour, for our mode of living, as you see, is plain"
"x121","and unpretending; yet no endeavours shall be wanting on our side to make"
"x121","Northanger Abbey not wholly disagreeable."""
"x121",""
"x121","Northanger Abbey! These were thrilling words, and wound up Catherine's"
"x121","feelings to the highest point of ecstasy. Her grateful and gratified"
"x121","heart could hardly restrain its expressions within the language of"
"x121","tolerable calmness. To receive so flattering an invitation! To have her"
"x121","company so warmly solicited! Everything honourable and soothing, every"
"x121","present enjoyment, and every future hope was contained in it; and her"
"x121","acceptance, with only the saving clause of Papa and Mamma's approbation,"
"x121","was eagerly given. ""I will write home directly,"" said she, ""and if they"
"x121","do not object, as I dare say they will not--"""
"x121",""
"x121","General Tilney was not less sanguine, having already waited on her"
"x121","excellent friends in Pulteney Street, and obtained their sanction of"
"x121","his wishes. ""Since they can consent to part with you,"" said he, ""we may"
"x121","expect philosophy from all the world."""
"x121",""
"x121","Miss Tilney was earnest, though gentle, in her secondary civilities, and"
"x121","the affair became in a few minutes as nearly settled as this necessary"
"x121","reference to Fullerton would allow."
"x121",""
"x121","The circumstances of the morning had led Catherine's feelings through"
"x121","the varieties of suspense, security, and disappointment; but they were"
"x121","now safely lodged in perfect bliss; and with spirits elated to rapture,"
"x121","with Henry at her heart, and Northanger Abbey on her lips, she"
"x121","hurried home to write her letter. Mr. and Mrs. Morland, relying on"
"x121","the discretion of the friends to whom they had already entrusted their"
"x121","daughter, felt no doubt of the propriety of an acquaintance which had"
"x121","been formed under their eye, and sent therefore by return of post their"
"x121","ready consent to her visit in Gloucestershire. This indulgence, though"
"x121","not more than Catherine had hoped for, completed her conviction of being"
"x121","favoured beyond every other human creature, in friends and fortune,"
"x121","circumstance and chance. Everything seemed to cooperate for her"
"x121","advantage. By the kindness of her first friends, the Allens, she had"
"x121","been introduced into scenes where pleasures of every kind had met her."
"x121","Her feelings, her preferences, had each known the happiness of a return."
"x121","Wherever she felt attachment, she had been able to create it. The"
"x121","affection of Isabella was to be secured to her in a sister. The Tilneys,"
"x121","they, by whom, above all, she desired to be favourably thought of,"
"x121","outstripped even her wishes in the flattering measures by which their"
"x121","intimacy was to be continued. She was to be their chosen visitor, she"
"x121","was to be for weeks under the same roof with the person whose society"
"x121","she mostly prized--and, in addition to all the rest, this roof was to"
"x121","be the roof of an abbey! Her passion for ancient edifices was next in"
"x121","degree to her passion for Henry Tilney--and castles and abbeys made"
"x121","usually the charm of those reveries which his image did not fill. To see"
"x121","and explore either the ramparts and keep of the one, or the cloisters"
"x121","of the other, had been for many weeks a darling wish, though to be more"
"x121","than the visitor of an hour had seemed too nearly impossible for desire."
"x121","And yet, this was to happen. With all the chances against her of house,"
"x121","hall, place, park, court, and cottage, Northanger turned up an abbey,"
"x121","and she was to be its inhabitant. Its long, damp passages, its narrow"
"x121","cells and ruined chapel, were to be within her daily reach, and she"
"x121","could not entirely subdue the hope of some traditional legends, some"
"x121","awful memorials of an injured and ill-fated nun."
"x121",""
"x121","It was wonderful that her friends should seem so little elated by the"
"x121","possession of such a home, that the consciousness of it should be so"
"x121","meekly borne. The power of early habit only could account for it. A"
"x121","distinction to which they had been born gave no pride. Their superiority"
"x121","of abode was no more to them than their superiority of person."
"x121",""
"x121","Many were the inquiries she was eager to make of Miss Tilney; but so"
"x121","active were her thoughts, that when these inquiries were answered, she"
"x121","was hardly more assured than before, of Northanger Abbey having been"
"x121","a richly endowed convent at the time of the Reformation, of its having"
"x121","fallen into the hands of an ancestor of the Tilneys on its dissolution,"
"x121","of a large portion of the ancient building still making a part of the"
"x121","present dwelling although the rest was decayed, or of its standing low"
"x121","in a valley, sheltered from the north and east by rising woods of oak."
"x121",""
"x121",""
"x121",""
"x121",""
"x121","CHAPTER 18"
"x121",""
"x121",""
"x121","With a mind thus full of happiness, Catherine was hardly aware that two"
"x121","or three days had passed away, without her seeing Isabella for more than"
"x121","a few minutes together. She began first to be sensible of this, and"
"x121","to sigh for her conversation, as she walked along the pump-room one"
"x121","morning, by Mrs. Allen's side, without anything to say or to hear; and"
"x121","scarcely had she felt a five minutes' longing of friendship, before the"
"x121","object of it appeared, and inviting her to a secret conference, led the"
"x121","way to a seat. ""This is my favourite place,"" said she as they sat"
"x121","down on a bench between the doors, which commanded a tolerable view of"
"x121","everybody entering at either; ""it is so out of the way."""
"x121",""
"x121","Catherine, observing that Isabella's eyes were continually bent towards"
"x121","one door or the other, as in eager expectation, and remembering how"
"x121","often she had been falsely accused of being arch, thought the present a"
"x121","fine opportunity for being really so; and therefore gaily said, ""Do not"
"x121","be uneasy, Isabella, James will soon be here."""
"x121",""
"x121","""Psha! My dear creature,"" she replied, ""do not think me such a simpleton"
"x121","as to be always wanting to confine him to my elbow. It would be hideous"
"x121","to be always together; we should be the jest of the place. And so you"
"x121","are going to Northanger! I am amazingly glad of it. It is one of the"
"x121","finest old places in England, I understand. I shall depend upon a most"
"x121","particular description of it."""
"x121",""
"x121","""You shall certainly have the best in my power to give. But who are you"
"x121","looking for? Are your sisters coming?"""
"x121",""
"x121","""I am not looking for anybody. One's eyes must be somewhere, and you"
"x121","know what a foolish trick I have of fixing mine, when my thoughts are an"
"x121","hundred miles off. I am amazingly absent; I believe I am the most absent"
"x121","creature in the world. Tilney says it is always the case with minds of a"
"x121","certain stamp."""
"x121",""
"x121","""But I thought, Isabella, you had something in particular to tell me?"""
"x121",""
"x121","""Oh! Yes, and so I have. But here is a proof of what I was saying. My"
"x121","poor head, I had quite forgot it. Well, the thing is this: I have just"
"x121","had a letter from John; you can guess the contents."""
"x121",""
"x121","""No, indeed, I cannot."""
"x121",""
"x121","""My sweet love, do not be so abominably affected. What can he write"
"x121","about, but yourself? You know he is over head and ears in love with"
"x121","you."""
"x121",""
"x121","""With me, dear Isabella!"""
"x121",""
"x121","""Nay, my sweetest Catherine, this is being quite absurd! Modesty, and"
"x121","all that, is very well in its way, but really a little common honesty is"
"x121","sometimes quite as becoming. I have no idea of being so overstrained!"
"x121","It is fishing for compliments. His attentions were such as a child must"
"x121","have noticed. And it was but half an hour before he left Bath that you"
"x121","gave him the most positive encouragement. He says so in this letter,"
"x121","says that he as good as made you an offer, and that you received his"
"x121","advances in the kindest way; and now he wants me to urge his suit,"
"x121","and say all manner of pretty things to you. So it is in vain to affect"
"x121","ignorance."""
"x121",""
"x121","Catherine, with all the earnestness of truth, expressed her astonishment"
"x121","at such a charge, protesting her innocence of every thought of Mr."
"x121","Thorpe's being in love with her, and the consequent impossibility of"
"x121","her having ever intended to encourage him. ""As to any attentions on his"
"x121","side, I do declare, upon my honour, I never was sensible of them for a"
"x121","moment--except just his asking me to dance the first day of his coming."
"x121","And as to making me an offer, or anything like it, there must be some"
"x121","unaccountable mistake. I could not have misunderstood a thing of that"
"x121","kind, you know! And, as I ever wish to be believed, I solemnly protest"
"x121","that no syllable of such a nature ever passed between us. The last half"
"x121","hour before he went away! It must be all and completely a mistake--for I"
"x121","did not see him once that whole morning."""
"x121",""
"x121","""But that you certainly did, for you spent the whole morning in Edgar's"
"x121","Buildings--it was the day your father's consent came--and I am pretty"
"x121","sure that you and John were alone in the parlour some time before you"
"x121","left the house."""
"x121",""
"x121","""Are you? Well, if you say it, it was so, I dare say--but for the life"
"x121","of me, I cannot recollect it. I do remember now being with you, and"
"x121","seeing him as well as the rest--but that we were ever alone for five"
"x121","minutes--However, it is not worth arguing about, for whatever might pass"
"x121","on his side, you must be convinced, by my having no recollection of it,"
"x121","that I never thought, nor expected, nor wished for anything of the kind"
"x121","from him. I am excessively concerned that he should have any regard for"
"x121","me--but indeed it has been quite unintentional on my side; I never had"
"x121","the smallest idea of it. Pray undeceive him as soon as you can, and tell"
"x121","him I beg his pardon--that is--I do not know what I ought to say--but"
"x121","make him understand what I mean, in the properest way. I would not speak"
"x121","disrespectfully of a brother of yours, Isabella, I am sure; but you know"
"x121","very well that if I could think of one man more than another--he is not"
"x121","the person."" Isabella was silent. ""My dear friend, you must not be angry"
"x121","with me. I cannot suppose your brother cares so very much about me. And,"
"x121","you know, we shall still be sisters."""
"x121",""
"x121","""Yes, yes"" (with a blush), ""there are more ways than one of our being"
"x121","sisters. But where am I wandering to? Well, my dear Catherine, the case"
"x121","seems to be that you are determined against poor John--is not it so?"""
"x121",""
"x121","""I certainly cannot return his affection, and as certainly never meant"
"x121","to encourage it."""
"x121",""
"x121","""Since that is the case, I am sure I shall not tease you any further."
"x121","John desired me to speak to you on the subject, and therefore I have."
"x121","But I confess, as soon as I read his letter, I thought it a very"
"x121","foolish, imprudent business, and not likely to promote the good of"
"x121","either; for what were you to live upon, supposing you came together? You"
"x121","have both of you something, to be sure, but it is not a trifle that will"
"x121","support a family nowadays; and after all that romancers may say, there"
"x121","is no doing without money. I only wonder John could think of it; he"
"x121","could not have received my last."""
"x121",""
"x121","""You do acquit me, then, of anything wrong?--You are convinced that I"
"x121","never meant to deceive your brother, never suspected him of liking me"
"x121","till this moment?"""
"x121",""
"x121","""Oh! As to that,"" answered Isabella laughingly, ""I do not pretend to"
"x121","determine what your thoughts and designs in time past may have been. All"
"x121","that is best known to yourself. A little harmless flirtation or so will"
"x121","occur, and one is often drawn on to give more encouragement than one"
"x121","wishes to stand by. But you may be assured that I am the last person in"
"x121","the world to judge you severely. All those things should be allowed for"
"x121","in youth and high spirits. What one means one day, you know, one may not"
"x121","mean the next. Circumstances change, opinions alter."""
"x121",""
"x121","""But my opinion of your brother never did alter; it was always the same."
"x121","You are describing what never happened."""
"x121",""
"x121","""My dearest Catherine,"" continued the other without at all listening to"
"x121","her, ""I would not for all the world be the means of hurrying you into an"
"x121","engagement before you knew what you were about. I do not think anything"
"x121","would justify me in wishing you to sacrifice all your happiness merely"
"x121","to oblige my brother, because he is my brother, and who perhaps after"
"x121","all, you know, might be just as happy without you, for people seldom"
"x121","know what they would be at, young men especially, they are so amazingly"
"x121","changeable and inconstant. What I say is, why should a brother's"
"x121","happiness be dearer to me than a friend's? You know I carry my notions"
"x121","of friendship pretty high. But, above all things, my dear Catherine, do"
"x121","not be in a hurry. Take my word for it, that if you are in too great"
"x121","a hurry, you will certainly live to repent it. Tilney says there is"
"x121","nothing people are so often deceived in as the state of their own"
"x121","affections, and I believe he is very right. Ah! Here he comes; never"
"x121","mind, he will not see us, I am sure."""
"x121",""
"x121","Catherine, looking up, perceived Captain Tilney; and Isabella,"
"x121","earnestly fixing her eye on him as she spoke, soon caught his notice. He"
"x121","approached immediately, and took the seat to which her movements invited"
"x121","him. His first address made Catherine start. Though spoken low, she"
"x121","could distinguish, ""What! Always to be watched, in person or by proxy!"""
"x121",""
"x121","""Psha, nonsense!"" was Isabella's answer in the same half whisper. ""Why"
"x121","do you put such things into my head? If I could believe it--my spirit,"
"x121","you know, is pretty independent."""
"x121",""
"x121","""I wish your heart were independent. That would be enough for me."""
"x121",""
"x121","""My heart, indeed! What can you have to do with hearts? You men have"
"x121","none of you any hearts."""
"x121",""
"x121","""If we have not hearts, we have eyes; and they give us torment enough."""
"x121",""
"x121","""Do they? I am sorry for it; I am sorry they find anything so"
"x121","disagreeable in me. I will look another way. I hope this pleases you"""
"x121","(turning her back on him); ""I hope your eyes are not tormented now."""
"x121",""
"x121","""Never more so; for the edge of a blooming cheek is still in view--at"
"x121","once too much and too little."""
"x121",""
"x121","Catherine heard all this, and quite out of countenance, could listen"
"x121","no longer. Amazed that Isabella could endure it, and jealous for her"
"x121","brother, she rose up, and saying she should join Mrs. Allen, proposed"
"x121","their walking. But for this Isabella showed no inclination. She was so"
"x121","amazingly tired, and it was so odious to parade about the pump-room;"
"x121","and if she moved from her seat she should miss her sisters; she was"
"x121","expecting her sisters every moment; so that her dearest Catherine must"
"x121","excuse her, and must sit quietly down again. But Catherine could be"
"x121","stubborn too; and Mrs. Allen just then coming up to propose their"
"x121","returning home, she joined her and walked out of the pump-room, leaving"
"x121","Isabella still sitting with Captain Tilney. With much uneasiness did"
"x121","she thus leave them. It seemed to her that Captain Tilney was falling"
"x121","in love with Isabella, and Isabella unconsciously encouraging him;"
"x121","unconsciously it must be, for Isabella's attachment to James was as"
"x121","certain and well acknowledged as her engagement. To doubt her truth"
"x121","or good intentions was impossible; and yet, during the whole of their"
"x121","conversation her manner had been odd. She wished Isabella had talked"
"x121","more like her usual self, and not so much about money, and had not"
"x121","looked so well pleased at the sight of Captain Tilney. How strange that"
"x121","she should not perceive his admiration! Catherine longed to give her a"
"x121","hint of it, to put her on her guard, and prevent all the pain which"
"x121","her too lively behaviour might otherwise create both for him and her"
"x121","brother."
"x121",""
"x121","The compliment of John Thorpe's affection did not make amends for this"
"x121","thoughtlessness in his sister. She was almost as far from believing as"
"x121","from wishing it to be sincere; for she had not forgotten that he"
"x121","could mistake, and his assertion of the offer and of her encouragement"
"x121","convinced her that his mistakes could sometimes be very egregious."
"x121","In vanity, therefore, she gained but little; her chief profit was in"
"x121","wonder. That he should think it worth his while to fancy himself in love"
"x121","with her was a matter of lively astonishment. Isabella talked of his"
"x121","attentions; she had never been sensible of any; but Isabella had said"
"x121","many things which she hoped had been spoken in haste, and would never"
"x121","be said again; and upon this she was glad to rest altogether for present"
"x121","ease and comfort."
"x121",""
"x121",""
"x121",""
"x121",""
"x121","CHAPTER 19"
"x121",""
"x121",""
"x121","A few days passed away, and Catherine, though not allowing herself to"
"x121","suspect her friend, could not help watching her closely. The result of"
"x121","her observations was not agreeable. Isabella seemed an altered creature."
"x121","When she saw her, indeed, surrounded only by their immediate friends"
"x121","in Edgar's Buildings or Pulteney Street, her change of manners was so"
"x121","trifling that, had it gone no farther, it might have passed unnoticed."
"x121","A something of languid indifference, or of that boasted absence of"
"x121","mind which Catherine had never heard of before, would occasionally come"
"x121","across her; but had nothing worse appeared, that might only have spread"
"x121","a new grace and inspired a warmer interest. But when Catherine saw her"
"x121","in public, admitting Captain Tilney's attentions as readily as they were"
"x121","offered, and allowing him almost an equal share with James in her notice"
"x121","and smiles, the alteration became too positive to be passed over. What"
"x121","could be meant by such unsteady conduct, what her friend could be at,"
"x121","was beyond her comprehension. Isabella could not be aware of the pain"
"x121","she was inflicting; but it was a degree of wilful thoughtlessness which"
"x121","Catherine could not but resent. James was the sufferer. She saw him"
"x121","grave and uneasy; and however careless of his present comfort the woman"
"x121","might be who had given him her heart, to her it was always an object."
"x121","For poor Captain Tilney too she was greatly concerned. Though his looks"
"x121","did not please her, his name was a passport to her goodwill, and she"
"x121","thought with sincere compassion of his approaching disappointment; for,"
"x121","in spite of what she had believed herself to overhear in the pump-room,"
"x121","his behaviour was so incompatible with a knowledge of Isabella's"
"x121","engagement that she could not, upon reflection, imagine him aware of it."
"x121","He might be jealous of her brother as a rival, but if more had seemed"
"x121","implied, the fault must have been in her misapprehension. She wished, by"
"x121","a gentle remonstrance, to remind Isabella of her situation, and make"
"x121","her aware of this double unkindness; but for remonstrance, either"
"x121","opportunity or comprehension was always against her. If able to suggest"
"x121","a hint, Isabella could never understand it. In this distress, the"
"x121","intended departure of the Tilney family became her chief consolation;"
"x121","their journey into Gloucestershire was to take place within a few days,"
"x121","and Captain Tilney's removal would at least restore peace to every heart"
"x121","but his own. But Captain Tilney had at present no intention of removing;"
"x121","he was not to be of the party to Northanger; he was to continue at Bath."
"x121","When Catherine knew this, her resolution was directly made. She spoke to"
"x121","Henry Tilney on the subject, regretting his brother's evident partiality"
"x121","for Miss Thorpe, and entreating him to make known her prior engagement."
"x121",""
"x121","""My brother does know it,"" was Henry's answer."
"x121",""
"x121","""Does he? Then why does he stay here?"""
"x121",""
"x121","He made no reply, and was beginning to talk of something else; but she"
"x121","eagerly continued, ""Why do not you persuade him to go away? The longer"
"x121","he stays, the worse it will be for him at last. Pray advise him for his"
"x121","own sake, and for everybody's sake, to leave Bath directly. Absence will"
"x121","in time make him comfortable again; but he can have no hope here, and it"
"x121","is only staying to be miserable."""
"x121",""
"x121","Henry smiled and said, ""I am sure my brother would not wish to do that."""
"x121",""
"x121","""Then you will persuade him to go away?"""
"x121",""
"x121","""Persuasion is not at command; but pardon me, if I cannot even endeavour"
"x121","to persuade him. I have myself told him that Miss Thorpe is engaged. He"
"x121","knows what he is about, and must be his own master."""
"x121",""
"x121","""No, he does not know what he is about,"" cried Catherine; ""he does not"
"x121","know the pain he is giving my brother. Not that James has ever told me"
"x121","so, but I am sure he is very uncomfortable."""
"x121",""
"x121","""And are you sure it is my brother's doing?"""
"x121",""
"x121","""Yes, very sure."""
"x121",""
"x121","""Is it my brother's attentions to Miss Thorpe, or Miss Thorpe's"
"x121","admission of them, that gives the pain?"""
"x121",""
"x121","""Is not it the same thing?"""
"x121",""
"x121","""I think Mr. Morland would acknowledge a difference. No man is offended"
"x121","by another man's admiration of the woman he loves; it is the woman only"
"x121","who can make it a torment."""
"x121",""
"x121","Catherine blushed for her friend, and said, ""Isabella is wrong. But I"
"x121","am sure she cannot mean to torment, for she is very much attached to my"
"x121","brother. She has been in love with him ever since they first met, and"
"x121","while my father's consent was uncertain, she fretted herself almost into"
"x121","a fever. You know she must be attached to him."""
"x121",""
"x121","""I understand: she is in love with James, and flirts with Frederick."""
"x121",""
"x121","""Oh! no, not flirts. A woman in love with one man cannot flirt with"
"x121","another."""
"x121",""
"x121","""It is probable that she will neither love so well, nor flirt so"
"x121","well, as she might do either singly. The gentlemen must each give up a"
"x121","little."""
"x121",""
"x121","After a short pause, Catherine resumed with, ""Then you do not believe"
"x121","Isabella so very much attached to my brother?"""
"x121",""
"x121","""I can have no opinion on that subject."""
"x121",""
"x121","""But what can your brother mean? If he knows her engagement, what can he"
"x121","mean by his behaviour?"""
"x121",""
"x121","""You are a very close questioner."""
"x121",""
"x121","""Am I? I only ask what I want to be told."""
"x121",""
"x121","""But do you only ask what I can be expected to tell?"""
"x121",""
"x121","""Yes, I think so; for you must know your brother's heart."""
"x121",""
"x121","""My brother's heart, as you term it, on the present occasion, I assure"
"x121","you I can only guess at."""
"x121",""
"x121","""Well?"""
"x121",""
"x121","""Well! Nay, if it is to be guesswork, let us all guess for ourselves. To"
"x121","be guided by second-hand conjecture is pitiful. The premises are before"
"x121","you. My brother is a lively and perhaps sometimes a thoughtless young"
"x121","man; he has had about a week's acquaintance with your friend, and he has"
"x121","known her engagement almost as long as he has known her."""
"x121",""
"x121","""Well,"" said Catherine, after some moments' consideration, ""you may be"
"x121","able to guess at your brother's intentions from all this; but I am sure"
"x121","I cannot. But is not your father uncomfortable about it? Does not he"
"x121","want Captain Tilney to go away? Sure, if your father were to speak to"
"x121","him, he would go."""
"x121",""
"x121","""My dear Miss Morland,"" said Henry, ""in this amiable solicitude for your"
"x121","brother's comfort, may you not be a little mistaken? Are you not carried"
"x121","a little too far? Would he thank you, either on his own account or"
"x121","Miss Thorpe's, for supposing that her affection, or at least her good"
"x121","behaviour, is only to be secured by her seeing nothing of Captain"
"x121","Tilney? Is he safe only in solitude? Or is her heart constant to him"
"x121","only when unsolicited by anyone else? He cannot think this--and you may"
"x121","be sure that he would not have you think it. I will not say, 'Do not"
"x121","be uneasy,' because I know that you are so, at this moment; but be as"
"x121","little uneasy as you can. You have no doubt of the mutual attachment"
"x121","of your brother and your friend; depend upon it, therefore, that"
"x121","real jealousy never can exist between them; depend upon it that no"
"x121","disagreement between them can be of any duration. Their hearts are open"
"x121","to each other, as neither heart can be to you; they know exactly what"
"x121","is required and what can be borne; and you may be certain that one will"
"x121","never tease the other beyond what is known to be pleasant."""
"x121",""
"x121","Perceiving her still to look doubtful and grave, he added, ""Though"
"x121","Frederick does not leave Bath with us, he will probably remain but a"
"x121","very short time, perhaps only a few days behind us. His leave of absence"
"x121","will soon expire, and he must return to his regiment. And what will then"
"x121","be their acquaintance? The mess-room will drink Isabella Thorpe for"
"x121","a fortnight, and she will laugh with your brother over poor Tilney's"
"x121","passion for a month."""
"x121",""
"x121","Catherine would contend no longer against comfort. She had resisted its"
"x121","approaches during the whole length of a speech, but it now carried her"
"x121","captive. Henry Tilney must know best. She blamed herself for the extent"
"x121","of her fears, and resolved never to think so seriously on the subject"
"x121","again."
"x121",""
"x121","Her resolution was supported by Isabella's behaviour in their parting"
"x121","interview. The Thorpes spent the last evening of Catherine's stay in"
"x121","Pulteney Street, and nothing passed between the lovers to excite"
"x121","her uneasiness, or make her quit them in apprehension. James was in"
"x121","excellent spirits, and Isabella most engagingly placid. Her tenderness"
"x121","for her friend seemed rather the first feeling of her heart; but that"
"x121","at such a moment was allowable; and once she gave her lover a flat"
"x121","contradiction, and once she drew back her hand; but Catherine remembered"
"x121","Henry's instructions, and placed it all to judicious affection. The"
"x121","embraces, tears, and promises of the parting fair ones may be fancied."
"x121",""
"x121",""
"x121",""
"x121",""
"x121","CHAPTER 20"
"x121",""
"x121",""
"x121","Mr. and Mrs. Allen were sorry to lose their young friend, whose good"
"x121","humour and cheerfulness had made her a valuable companion, and in the"
"x121","promotion of whose enjoyment their own had been gently increased. Her"
"x121","happiness in going with Miss Tilney, however, prevented their wishing"
"x121","it otherwise; and, as they were to remain only one more week in Bath"
"x121","themselves, her quitting them now would not long be felt. Mr. Allen"
"x121","attended her to Milsom Street, where she was to breakfast, and saw her"
"x121","seated with the kindest welcome among her new friends; but so great was"
"x121","her agitation in finding herself as one of the family, and so fearful"
"x121","was she of not doing exactly what was right, and of not being able to"
"x121","preserve their good opinion, that, in the embarrassment of the first"
"x121","five minutes, she could almost have wished to return with him to"
"x121","Pulteney Street."
